#OTU ID,AC-GL3-0-2-1,AC-GL3-0-2-14,AC-GL3-0-2-18,AC-GL3-0-2-19,AC-GL3-0-2-3,AC-GL3-0-2-4,AC-GL3-0-2-6,AC-GL3-0-2-7,AC-GL3-0-2-9,AC-GL3-2-7-1,AC-GL3-2-7-14,AC-GL3-2-7-18,AC-GL3-2-7-19,AC-GL3-2-7-3,AC-GL3-2-7-4,AC-GL3-2-7-6,AC-GL3-2-7-7,AC-GL3-2-7-9,AC-GL4-102,AC-GL4-102C,AC-GL4-50,AC-GL4-50C,AC-GL4-54C,AC-GL4-60,AC-GL4-60C,AC-GL4-61,AC-GL4-61C,AC-GL4-69,AC-GL4-69C,AC-GL4-70,AC-GL4-70C,AC-GL4-71,AC-GL4-71C,AC-GL4-73,AC-GL4-73C
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;D_5__uncultured prokaryote;D_6__uncultured prokaryote,0,0,13,0,0,0,0,0,11,0,30,13,0,5,0,0,0,31,0,0,89,56,101,79,188,8,101,0,0,0,5,0,3,0,6
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;__;__,0,0,10,0,80,0,0,0,0,4,3,27,0,82,0,0,3,0,0,0,52,34,0,0,4,0,125,0,0,0,15,0,0,0,11
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;__;__,0,39,8,6,62,0,0,58,14,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,15,20,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__LKC2.127-25;D_5__uncultured bacterium;D_6__uncultured bacterium,8,257,160,26,6,0,0,225,45,0,233,37,0,13,0,0,34,45,0,0,68,37,37,120,34,16,31,0,0,22,0,0,0,0,7
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__uncultured;Ambiguous_taxa,11,11,56,0,28,0,0,0,6,5,56,139,9,153,0,0,0,92,0,0,30,91,45,13,57,17,171,0,0,0,24,0,0,0,35
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__uncultured;D_6__uncultured bacterium,0,0,65,0,230,0,0,0,3,0,8,125,3,573,0,0,0,42,0,2,69,187,17,0,25,46,460,0,0,43,53,0,0,10,53
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__Paludibacter;D_6__uncultured bacterium,11,0,45,0,44,0,0,0,66,3,33,43,0,135,0,2,0,93,0,0,99,97,51,265,19,34,124,0,0,8,12,0,3,0,21
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__WCHB1-32;D_6__uncultured bacterium,11,159,72,12,42,2,0,131,175,6,85,29,0,20,0,0,70,116,0,0,84,31,0,41,0,15,44,0,0,0,0,0,0,9,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__uncultured;D_6__uncultured bacterium,0,0,25,0,113,0,0,0,0,0,0,13,0,54,6,0,0,12,0,0,77,12,0,0,10,0,87,0,0,0,4,0,0,3,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__uncultured;__,8,17,31,4,8,0,0,33,16,0,45,0,0,23,0,0,13,12,0,0,68,16,23,31,83,0,44,0,0,5,0,0,0,0,0
